name,total_count,rank,male_count,female_count,male_ratio
Lakeyda,21,63347,0,21,0.0
Quian,21,63348,11,10,0.5238
Sheenia,21,63349,0,21,0.0
Shukura,21,63350,0,21,0.0
Bamidele,21,63351,21,0,1.0
Demorrio,21,63352,21,0,1.0
Kristoper,21,63353,21,0,1.0
Laroderick,21,63354,21,0,1.0
Shatonga,21,63355,0,21,0.0
Shanada,21,63356,0,21,0.0
Jamessa,21,63357,0,21,0.0
Marciela,21,63358,0,21,0.0
Shannikia,21,63359,0,21,0.0
Dewayna,21,63360,0,21,0.0
Latya,21,63361,0,21,0.0
Toshina,21,63362,0,21,0.0
Mondale,21,63363,21,0,1.0
Diomedes,21,63364,21,0,1.0
Nashana,21,63365,0,21,0.0
Japera,21,63366,0,21,0.0
Chelynne,21,63367,0,21,0.0
Tasheia,21,63368,0,21,0.0
Marieo,21,63369,21,0,1.0
Camerino,21,63370,21,0,1.0
Kathyria,21,63371,0,21,0.0
Tarneshia,21,63372,0,21,0.0
Tekeyla,21,63373,0,21,0.0
Farina,21,63374,0,21,0.0
Nephateria,21,63375,0,21,0.0
Quashonda,21,63376,0,21,0.0
Shakiea,21,63377,0,21,0.0
Sharrah,21,63378,0,21,0.0
Taranika,21,63379,0,21,0.0
Xong,21,63380,5,16,0.2381
Mikkos,21,63381,21,0,1.0
Metthew,21,63382,21,0,1.0
Mital,21,63383,5,16,0.2381
Raanan,21,63384,21,0,1.0
Santwan,21,63385,21,0,1.0
Thomasjohn,21,63386,21,0,1.0
Sea,21,63387,11,10,0.5238
Terrio,21,63388,21,0,1.0
Heng,21,63389,21,0,1.0
Anrew,21,63390,21,0,1.0
Balke,21,63391,21,0,1.0
Michaellee,21,63392,21,0,1.0
Shamair,21,63393,5,16,0.2381
Donesia,21,63394,0,21,0.0
Chasidi,21,63395,0,21,0.0
Laqueda,21,63396,0,21,0.0
Sukhjit,21,63397,11,10,0.5238
Micheaux,21,63398,21,0,1.0
Pong,21,63399,21,0,1.0
Saviel,21,63400,21,0,1.0
Kehly,21,63401,0,21,0.0
Kevi,21,63402,10,11,0.4762
Rashundra,21,63403,0,21,0.0
Saraanne,21,63404,0,21,0.0
Vicken,21,63405,21,0,1.0
Jagjit,21,63406,21,0,1.0
Keyur,21,63407,21,0,1.0
Micale,21,63408,15,6,0.7143
Karlesha,21,63409,0,21,0.0
Dustn,21,63410,21,0,1.0
Dearon,21,63411,21,0,1.0
Iosif,21,63412,21,0,1.0
Latece,21,63413,0,21,0.0
Mallari,21,63414,0,21,0.0
Caitin,21,63415,0,21,0.0
Raedawn,21,63416,0,21,0.0
Shaquonda,21,63417,0,21,0.0
Jamesandrew,21,63418,21,0,1.0
Josecruz,21,63419,21,0,1.0
Nohe,21,63420,21,0,1.0
Vinit,21,63421,21,0,1.0
Deshaundra,21,63422,0,21,0.0
Pesha,21,63423,0,21,0.0
Shaquania,21,63424,0,21,0.0
Trechelle,21,63425,0,21,0.0
Lashaunte,21,63426,0,21,0.0
Ralisha,21,63427,0,21,0.0
Shyesha,21,63428,0,21,0.0
Wynesha,21,63429,0,21,0.0
Gerrel,21,63430,21,0,1.0
Nereo,21,63431,21,0,1.0
Decora,21,63432,0,21,0.0
Annum,21,63433,0,21,0.0
Denequa,21,63434,0,21,0.0
Pryscilla,21,63435,0,21,0.0
Shaquise,21,63436,0,21,0.0
Cabrielle,21,63437,0,21,0.0
Shawnisha,21,63438,0,21,0.0
Laporshe,21,63439,0,21,0.0
Toshiana,21,63440,0,21,0.0
Agigail,21,63441,0,21,0.0
Alaxandra,21,63442,0,21,0.0
Averyl,21,63443,0,21,0.0
Kamarin,21,63444,0,21,0.0
Narges,21,63445,0,21,0.0
Tavonne,21,63446,16,5,0.7619
Lagregory,21,63447,21,0,1.0
Marquees,21,63448,21,0,1.0
Zacheri,21,63449,21,0,1.0
Shanquia,21,63450,0,21,0.0
Brichelle,21,63451,0,21,0.0
Jelecia,21,63452,0,21,0.0
Mercedee,21,63453,0,21,0.0
Sinea,21,63454,0,21,0.0
Liliam,21,63455,0,21,0.0
Samisha,21,63456,0,21,0.0
Chelseamarie,21,63457,0,21,0.0
Juhee,21,63458,0,21,0.0
Malieka,21,63459,0,21,0.0
Prianna,21,63460,0,21,0.0
Rayshawna,21,63461,0,21,0.0
Shykia,21,63462,0,21,0.0
Tylecia,21,63463,0,21,0.0
Damato,21,63464,21,0,1.0
Jermicheal,21,63465,21,0,1.0
Branddon,21,63466,21,0,1.0
Rannon,21,63467,21,0,1.0
Travan,21,63468,21,0,1.0
Shahriar,21,63469,21,0,1.0
Arreanna,21,63470,0,21,0.0
Shelbylyn,21,63471,0,21,0.0
Tiante,21,63472,5,16,0.2381
Annam,21,63473,0,21,0.0
Breaun,21,63474,5,16,0.2381
Ragini,21,63475,0,21,0.0
Rakelle,21,63476,0,21,0.0
Shameya,21,63477,0,21,0.0
Javahn,21,63478,21,0,1.0
Mahendra,21,63479,21,0,1.0
Tydell,21,63480,21,0,1.0
Bretten,21,63481,21,0,1.0
Jaiver,21,63482,21,0,1.0
Keyone,21,63483,21,0,1.0
Victorea,21,63484,0,21,0.0
Kerrah,21,63485,0,21,0.0
Nashai,21,63486,0,21,0.0
Shartavia,21,63487,0,21,0.0
Berenisse,21,63488,0,21,0.0
Dashaya,21,63489,0,21,0.0
Jelyssa,21,63490,0,21,0.0
Niesa,21,63491,0,21,0.0
Samanntha,21,63492,0,21,0.0
Zykeia,21,63493,0,21,0.0
Johntavis,21,63494,21,0,1.0
Shaqville,21,63495,21,0,1.0
Tervon,21,63496,21,0,1.0
Danieljoseph,21,63497,21,0,1.0
Joston,21,63498,21,0,1.0
Tadeh,21,63499,21,0,1.0
Kadeidre,21,63500,0,21,0.0
Nielah,21,63501,0,21,0.0
Phatima,21,63502,0,21,0.0
Chantasia,21,63503,0,21,0.0
Darein,21,63504,16,5,0.7619
Heyley,21,63505,0,21,0.0
Quadirah,21,63506,0,21,0.0
Tamariah,21,63507,0,21,0.0
Dejoun,21,63508,21,0,1.0
Brandonjames,21,63509,21,0,1.0
Deamontae,21,63510,21,0,1.0
Aldren,21,63511,21,0,1.0
Daquin,21,63512,21,0,1.0
Dcarlos,21,63513,21,0,1.0
Dilson,21,63514,21,0,1.0
Geancarlo,21,63515,21,0,1.0
Gervon,21,63516,21,0,1.0
Haroldo,21,63517,21,0,1.0
Jakil,21,63518,21,0,1.0
Kentre,21,63519,21,0,1.0
Sirjames,21,63520,21,0,1.0
Taquon,21,63521,21,0,1.0
Teshauna,21,63522,0,21,0.0
Abigayil,21,63523,0,21,0.0
Fatmeh,21,63524,0,21,0.0
Jealousy,21,63525,0,21,0.0
Kenteria,21,63526,0,21,0.0
Macye,21,63527,0,21,0.0
Simy,21,63528,0,21,0.0
Allec,21,63529,21,0,1.0
Jacquon,21,63530,21,0,1.0
Mekkah,21,63531,5,16,0.2381
Mikalee,21,63532,0,21,0.0
Taeylor,21,63533,0,21,0.0
Gajuan,21,63534,21,0,1.0
Derex,21,63535,21,0,1.0
Cristien,21,63536,21,0,1.0
Drean,21,63537,21,0,1.0
Graye,21,63538,11,10,0.5238
Jonadab,21,63539,21,0,1.0
Treron,21,63540,21,0,1.0
Diabolique,21,63541,7,14,0.3333
Dazah,21,63542,0,21,0.0
Dekira,21,63543,0,21,0.0
Mckaley,21,63544,0,21,0.0
Alaza,21,63545,0,21,0.0
Jeliah,21,63546,0,21,0.0
Mircle,21,63547,0,21,0.0
Nikaila,21,63548,0,21,0.0
Somia,21,63549,0,21,0.0
Keshone,21,63550,21,0,1.0
Meliek,21,63551,21,0,1.0
Dmon,21,63552,21,0,1.0
Malec,21,63553,21,0,1.0
Trayshaun,21,63554,21,0,1.0
Jahmeel,21,63555,21,0,1.0
Rayshaud,21,63556,21,0,1.0
Tymeek,21,63557,21,0,1.0
Areisy,21,63558,0,21,0.0
Reilee,21,63559,0,21,0.0
Yuneisy,21,63560,0,21,0.0
Destinymarie,21,63561,0,21,0.0
Havan,21,63562,0,21,0.0
Kymberleigh,21,63563,0,21,0.0
Quenia,21,63564,0,21,0.0
Zakera,21,63565,0,21,0.0
Versace,21,63566,15,6,0.7143
Adony,21,63567,21,0,1.0
Jamesmatthew,21,63568,21,0,1.0
Kevondre,21,63569,21,0,1.0
Latrevious,21,63570,21,0,1.0
Valeriy,21,63571,21,0,1.0
Jadarrian,21,63572,21,0,1.0
Jawone,21,63573,21,0,1.0
Mattheau,21,63574,21,0,1.0
Mobeen,21,63575,21,0,1.0
Dejanelle,21,63576,0,21,0.0
Caetlyn,21,63577,0,21,0.0
Alexandriah,21,63578,0,21,0.0
Laurn,21,63579,0,21,0.0
Saharrah,21,63580,0,21,0.0
Tremia,21,63581,0,21,0.0
Diamani,21,63582,0,21,0.0
Madelinne,21,63583,0,21,0.0
Sheny,21,63584,0,21,0.0
Zobia,21,63585,0,21,0.0
Andhy,21,63586,21,0,1.0
Saransh,21,63587,21,0,1.0
Airick,21,63588,21,0,1.0
Dezhon,21,63589,21,0,1.0
Ostyn,21,63590,21,0,1.0
Qwinton,21,63591,21,0,1.0
Eliuth,21,63592,21,0,1.0
Kaleeb,21,63593,21,0,1.0
Kornell,21,63594,21,0,1.0
Kvaughn,21,63595,21,0,1.0
Roquan,21,63596,21,0,1.0
Maraiah,21,63597,0,21,0.0
Sevanah,21,63598,0,21,0.0
Ziporah,21,63599,0,21,0.0
Ajsa,21,63600,0,21,0.0
Debrianna,21,63601,0,21,0.0
Franey,21,63602,0,21,0.0
Hemma,21,63603,0,21,0.0
Iraj,21,63604,5,16,0.2381
Rieanna,21,63605,0,21,0.0
Braijon,21,63606,21,0,1.0
Tymell,21,63607,21,0,1.0
Aaronjohn,21,63608,21,0,1.0
Jalontae,21,63609,21,0,1.0
Kadari,21,63610,21,0,1.0
Kenye,21,63611,21,0,1.0
Moeez,21,63612,21,0,1.0
Quantaya,21,63613,0,21,0.0
Areyona,21,63614,0,21,0.0
Aaliyaha,21,63615,0,21,0.0
Eriyon,21,63616,11,10,0.5238
Jakelyne,21,63617,0,21,0.0
Najaya,21,63618,0,21,0.0
Roniah,21,63619,0,21,0.0
Sabdiel,21,63620,21,0,1.0
Demaje,21,63621,21,0,1.0
Jacorien,21,63622,21,0,1.0
Abdulmajid,21,63623,21,0,1.0
Adreian,21,63624,21,0,1.0
Jarrion,21,63625,21,0,1.0
Jhamar,21,63626,21,0,1.0
Jhaylen,21,63627,21,0,1.0
Rem,21,63628,16,5,0.7619
Shecid,21,63629,0,21,0.0
Evening,21,63630,0,21,0.0
Onye,21,63631,0,21,0.0
Aamaya,21,63632,0,21,0.0
Adlemi,21,63633,0,21,0.0
Anielka,21,63634,0,21,0.0
Elizamarie,21,63635,0,21,0.0
Fajar,21,63636,0,21,0.0
Ileyah,21,63637,0,21,0.0
Lavaria,21,63638,0,21,0.0
Marim,21,63639,0,21,0.0
Najayah,21,63640,0,21,0.0
Natalle,21,63641,0,21,0.0
Zyianna,21,63642,0,21,0.0
Kianu,21,63643,21,0,1.0
Dalian,21,63644,21,0,1.0
Jagen,21,63645,21,0,1.0
Prajit,21,63646,21,0,1.0
Utsav,21,63647,21,0,1.0
Ashantii,21,63648,0,21,0.0
Assetou,21,63649,0,21,0.0
Aliciah,21,63650,0,21,0.0
Angelrose,21,63651,0,21,0.0
Breajah,21,63652,0,21,0.0
Davasia,21,63653,0,21,0.0
Dylaney,21,63654,0,21,0.0
Iyiana,21,63655,0,21,0.0
Jennaveve,21,63656,0,21,0.0
Keyley,21,63657,0,21,0.0
Myel,21,63658,11,10,0.5238
Tanyra,21,63659,0,21,0.0
Taylorrose,21,63660,0,21,0.0
Yoli,21,63661,0,21,0.0
Takoma,21,63662,21,0,1.0
Harshdeep,21,63663,21,0,1.0
Hemanth,21,63664,21,0,1.0
Saaid,21,63665,21,0,1.0
Yishay,21,63666,21,0,1.0
Avnish,21,63667,21,0,1.0
Calex,21,63668,21,0,1.0
Jewlian,21,63669,21,0,1.0
Kaaden,21,63670,21,0,1.0
Mysean,21,63671,21,0,1.0
Nabhan,21,63672,21,0,1.0
Partha,21,63673,21,0,1.0
Quevin,21,63674,21,0,1.0
Tajmir,21,63675,21,0,1.0
Americas,21,63676,0,21,0.0
Denaija,21,63677,0,21,0.0
Meirav,21,63678,0,21,0.0
Alilia,21,63679,0,21,0.0
Anyha,21,63680,0,21,0.0
Mahlea,21,63681,0,21,0.0
Campbelle,21,63682,0,21,0.0
Ija,21,63683,0,21,0.0
Jynia,21,63684,0,21,0.0
Kelea,21,63685,0,21,0.0
Nev,21,63686,0,21,0.0
Noon,21,63687,0,21,0.0
Omariana,21,63688,0,21,0.0
Jaqai,21,63689,21,0,1.0
Calvion,21,63690,21,0,1.0
Karloz,21,63691,21,0,1.0
Konye,21,63692,21,0,1.0
Maheer,21,63693,21,0,1.0
Shaedon,21,63694,21,0,1.0
Yaren,21,63695,0,21,0.0
Annaleece,21,63696,0,21,0.0
Janiha,21,63697,0,21,0.0
Nadeline,21,63698,0,21,0.0
Simryn,21,63699,0,21,0.0
Yohali,21,63700,0,21,0.0
Addan,21,63701,21,0,1.0
Atavion,21,63702,21,0,1.0
Carloseduardo,21,63703,21,0,1.0
Zabien,21,63704,21,0,1.0
Jacary,21,63705,21,0,1.0
Lamariya,21,63706,0,21,0.0
Myara,21,63707,0,21,0.0
Denize,21,63708,0,21,0.0
Fardosa,21,63709,0,21,0.0
Geriah,21,63710,0,21,0.0
Iayana,21,63711,0,21,0.0
Jenalis,21,63712,0,21,0.0
Maliana,21,63713,0,21,0.0
Yukina,21,63714,0,21,0.0
Zahmya,21,63715,0,21,0.0
Daddy,21,63716,21,0,1.0
Levyn,21,63717,16,5,0.7619
Ansumana,21,63718,21,0,1.0
Dekon,21,63719,21,0,1.0
Jumarion,21,63720,21,0,1.0
Kaylup,21,63721,21,0,1.0
Tejveer,21,63722,21,0,1.0
Wylliam,21,63723,21,0,1.0
Zahin,21,63724,21,0,1.0
Yoshigei,21,63725,0,21,0.0
Jaici,21,63726,0,21,0.0
Nayima,21,63727,0,21,0.0
Aalanah,21,63728,0,21,0.0
Laighla,21,63729,0,21,0.0
Tayliana,21,63730,0,21,0.0
Jacaree,21,63731,21,0,1.0
Lansana,21,63732,21,0,1.0
Cashon,21,63733,21,0,1.0
Chaskel,21,63734,21,0,1.0
Dhir,21,63735,21,0,1.0
Jaylein,21,63736,5,16,0.2381
Kavarion,21,63737,21,0,1.0
Trotter,21,63738,21,0,1.0
Yannik,21,63739,21,0,1.0
Aveona,21,63740,0,21,0.0
Aryhanna,21,63741,0,21,0.0
Ellsa,21,63742,0,21,0.0
Nyveah,21,63743,0,21,0.0
Cheznie,21,63744,0,21,0.0
Janirah,21,63745,0,21,0.0
Jazzelyn,21,63746,0,21,0.0
Jenalynn,21,63747,0,21,0.0
Kheira,21,63748,0,21,0.0
Kily,21,63749,0,21,0.0
Paigelynn,21,63750,0,21,0.0
Rashya,21,63751,0,21,0.0
Reyhana,21,63752,0,21,0.0
Zahiya,21,63753,0,21,0.0
Josiaha,21,63754,21,0,1.0
Jekai,21,63755,21,0,1.0
Rmon,21,63756,21,0,1.0
Dakarii,21,63757,21,0,1.0
Jahmauri,21,63758,21,0,1.0
Marrick,21,63759,21,0,1.0
Mehrab,21,63760,21,0,1.0
Yasline,21,63761,0,21,0.0
Zamyriah,21,63762,0,21,0.0
Adaleine,21,63763,0,21,0.0
Maysaa,21,63764,0,21,0.0
Vivyanna,21,63765,0,21,0.0
Barakah,21,63766,0,21,0.0
Envee,21,63767,0,21,0.0
Janaeh,21,63768,0,21,0.0
Khenadi,21,63769,0,21,0.0
Mianicole,21,63770,0,21,0.0
Peyden,21,63771,5,16,0.2381
Shuri,21,63772,0,21,0.0
Shyera,21,63773,0,21,0.0
Srihita,21,63774,0,21,0.0
Zyauna,21,63775,0,21,0.0
Jadyel,21,63776,21,0,1.0
Aedric,21,63777,21,0,1.0
Cassen,21,63778,21,0,1.0
Dvir,21,63779,21,0,1.0
Ilyass,21,63780,21,0,1.0
Karmell,21,63781,21,0,1.0
Nyier,21,63782,21,0,1.0
Sylys,21,63783,21,0,1.0
Paizli,21,63784,0,21,0.0
Yanexi,21,63785,0,21,0.0
Alohi,21,63786,0,21,0.0
Amahya,21,63787,0,21,0.0
Avori,21,63788,0,21,0.0
Elisiana,21,63789,0,21,0.0
Malonnie,21,63790,0,21,0.0
Lakari,21,63791,21,0,1.0
Karym,21,63792,21,0,1.0
Kahleil,21,63793,21,0,1.0
Dekai,21,63794,21,0,1.0
Ezera,21,63795,21,0,1.0
Alhia,21,63796,0,21,0.0
Koli,21,63797,13,8,0.619
Paesyn,21,63798,0,21,0.0
Rayleah,21,63799,0,21,0.0
Ahlena,21,63800,0,21,0.0
Aleahya,21,63801,0,21,0.0
Eveanna,21,63802,0,21,0.0
Jeveah,21,63803,0,21,0.0
Kamsiyochi,21,63804,5,16,0.2381
Kaylisa,21,63805,0,21,0.0
Pessi,21,63806,0,21,0.0
Zylia,21,63807,0,21,0.0
Attis,21,63808,21,0,1.0
Daian,21,63809,21,0,1.0
Jayziel,21,63810,21,0,1.0
Laik,21,63811,21,0,1.0
Leiden,21,63812,21,0,1.0
Maxxim,21,63813,21,0,1.0
Adrialys,21,63814,0,21,0.0
Brilea,21,63815,0,21,0.0
Allianah,21,63816,0,21,0.0
Areeya,21,63817,0,21,0.0
Karleah,21,63818,0,21,0.0
Kaydree,21,63819,0,21,0.0
Sephina,21,63820,0,21,0.0
Zanique,21,63821,0,21,0.0
Zophie,21,63822,0,21,0.0
Aubriannah,21,63823,0,21,0.0
Dhruthi,21,63824,0,21,0.0
Elleny,21,63825,0,21,0.0
Jazabella,21,63826,0,21,0.0
Morgynn,21,63827,0,21,0.0
Sophialynn,21,63828,0,21,0.0
Sophieann,21,63829,0,21,0.0
Juels,21,63830,21,0,1.0
Heathcliff,21,63831,21,0,1.0
Jahriel,21,63832,21,0,1.0
Jaylex,21,63833,21,0,1.0
Kyper,21,63834,15,6,0.7143
Zayiah,21,63835,0,21,0.0
Alarah,21,63836,0,21,0.0
Adelaina,21,63837,0,21,0.0
Bellissa,21,63838,0,21,0.0
Celaya,21,63839,0,21,0.0
Christlynn,21,63840,0,21,0.0
Otylia,21,63841,0,21,0.0
Sirin,21,63842,0,21,0.0
Heartlynn,21,63843,0,21,0.0
Maebrie,21,63844,0,21,0.0
Nahya,21,63845,0,21,0.0
Vyanna,21,63846,0,21,0.0
Yuni,21,63847,0,21,0.0
Yura,21,63848,0,21,0.0
Cesc,21,63849,21,0,1.0
Dexten,21,63850,21,0,1.0
Jayonn,21,63851,21,0,1.0
Avighna,21,63852,10,11,0.4762
Marking,21,63853,21,0,1.0
Nikkolai,21,63854,21,0,1.0
Yuda,21,63855,21,0,1.0
Zaymir,21,63856,21,0,1.0
Zubeyr,21,63857,21,0,1.0
Sofiamarie,21,63858,0,21,0.0
Marseille,21,63859,0,21,0.0
Jurie,21,63860,0,21,0.0
Harlequinn,21,63861,0,21,0.0
Midhuna,21,63862,0,21,0.0
Rayelyn,21,63863,0,21,0.0
Sehajpreet,21,63864,5,16,0.2381
Zoyah,21,63865,0,21,0.0
Zuleikha,21,63866,0,21,0.0
Jayceeon,21,63867,21,0,1.0
Jayzeon,21,63868,21,0,1.0
Ajayceon,21,63869,21,0,1.0
Benzino,21,63870,21,0,1.0
Saveer,21,63871,21,0,1.0
Mo,21,63872,14,7,0.6667
Rekker,21,63873,21,0,1.0
Abdulmohsen,21,63874,21,0,1.0
Bourne,21,63875,21,0,1.0
Issei,21,63876,21,0,1.0
Kaidenn,21,63877,21,0,1.0
Sier,21,63878,21,0,1.0
Hannaley,21,63879,0,21,0.0
Addalin,21,63880,0,21,0.0
Avahlynn,21,63881,0,21,0.0
Cataliya,21,63882,0,21,0.0
Elleanora,21,63883,0,21,0.0
Kenz,21,63884,0,21,0.0
Siyam,21,63885,16,5,0.7619
Yami,21,63886,0,21,0.0
Zazil,21,63887,0,21,0.0
Alrik,21,63888,21,0,1.0
Ashaan,21,63889,21,0,1.0
Elshaddai,21,63890,6,15,0.2857
Hael,21,63891,11,10,0.5238
Aishvi,21,63892,0,21,0.0
Breelan,21,63893,0,21,0.0
Kyelynn,21,63894,0,21,0.0
Evanora,21,63895,0,21,0.0
Adorable,21,63896,0,21,0.0
Arieya,21,63897,0,21,0.0
Avenlee,21,63898,0,21,0.0
Brinnlee,21,63899,0,21,0.0
Edengrace,21,63900,0,21,0.0
Elilta,21,63901,0,21,0.0
Elliegrace,21,63902,0,21,0.0
Milanee,21,63903,0,21,0.0
Jersen,21,63904,21,0,1.0
Riansh,21,63905,21,0,1.0
Brextin,21,63906,21,0,1.0
Mayceon,21,63907,21,0,1.0
Vidhaan,21,63908,21,0,1.0
Safreen,21,63909,0,21,0.0
Chaithra,21,63910,0,21,0.0
Melianna,21,63911,0,21,0.0
Avajoy,21,63912,0,21,0.0
Franklynn,21,63913,0,21,0.0
Mazelynn,21,63914,0,21,0.0
Revansh,21,63915,21,0,1.0
Xadiel,21,63916,21,0,1.0
Benning,21,63917,21,0,1.0
Raking,21,63918,21,0,1.0
Zakyrie,21,63919,21,0,1.0
Endrick,21,63920,21,0,1.0
Beckman,21,63921,21,0,1.0
Zahkari,21,63922,21,0,1.0
Dilnura,21,63923,0,21,0.0
Hylia,21,63924,0,21,0.0
Roa,21,63925,0,21,0.0
Arale,21,63926,0,21,0.0
Decklynn,21,63927,0,21,0.0
Afruza,21,63928,0,21,0.0
Elaiyah,21,63929,0,21,0.0
Everlyrose,21,63930,0,21,0.0
Marchesa,21,63931,0,21,0.0
Abdriel,21,63932,21,0,1.0
Caspin,21,63933,21,0,1.0
Maezlyn,21,63934,0,21,0.0
Elyria,21,63935,0,21,0.0
Aadhyasri,21,63936,0,21,0.0
Kezlyn,21,63937,0,21,0.0
Truleigh,21,63938,0,21,0.0
Xylo,21,63939,21,0,1.0
Euro,21,63940,21,0,1.0
Jedson,21,63941,21,0,1.0
Neslihan,21,63942,0,21,0.0
Arzoyi,21,63943,0,21,0.0
Kario,21,63944,21,0,1.0
Amazi,21,63945,21,0,1.0
Bronxx,21,63946,21,0,1.0
Jahsiel,21,63947,21,0,1.0
Bose,20,63948,20,0,1.0
Cager,20,63949,20,0,1.0
Meadie,20,63950,0,20,0.0
Duella,20,63951,0,20,0.0
Pet,20,63952,10,10,0.5
Every,20,63953,10,10,0.5
Elvire,20,63954,0,20,0.0
Edolia,20,63955,0,20,0.0
Elthea,20,63956,0,20,0.0
Whilma,20,63957,0,20,0.0
Glinnie,20,63958,0,20,0.0
Ludwina,20,63959,0,20,0.0
Coke,20,63960,20,0,1.0
Philias,20,63961,20,0,1.0
Elvine,20,63962,0,20,0.0
Genive,20,63963,0,20,0.0
Converse,20,63964,20,0,1.0
Dilys,20,63965,0,20,0.0
Earmer,20,63966,0,20,0.0
Avard,20,63967,20,0,1.0
Vincel,20,63968,20,0,1.0
Oramae,20,63969,0,20,0.0
Walcie,20,63970,0,20,0.0
Emly,20,63971,0,20,0.0
Idele,20,63972,0,20,0.0
Louette,20,63973,0,20,0.0
Algerd,20,63974,20,0,1.0
Arvi,20,63975,15,5,0.75
Methel,20,63976,0,20,0.0
Euple,20,63977,0,20,0.0
Evadell,20,63978,0,20,0.0
Nann,20,63979,0,20,0.0
Tayeko,20,63980,0,20,0.0
Malen,20,63981,15,5,0.75
Clemont,20,63982,20,0,1.0
Genevee,20,63983,0,20,0.0
Alvania,20,63984,0,20,0.0
Catherline,20,63985,0,20,0.0
Loueva,20,63986,0,20,0.0
Tasker,20,63987,20,0,1.0
Floryan,20,63988,20,0,1.0
Munson,20,63989,20,0,1.0
Willfred,20,63990,20,0,1.0
Willus,20,63991,20,0,1.0
Twilah,20,63992,0,20,0.0
Denzle,20,63993,20,0,1.0
Glennwood,20,63994,20,0,1.0
Waren,20,63995,20,0,1.0
Arvena,20,63996,0,20,0.0
Balvina,20,63997,0,20,0.0
Oakie,20,63998,10,10,0.5
Pelma,20,63999,0,20,0.0
Willeta,20,64000,0,20,0.0
Nobuichi,20,64001,20,0,1.0
Nuncio,20,64002,20,0,1.0
Cullie,20,64003,20,0,1.0
Arveta,20,64004,0,20,0.0
Lutrell,20,64005,15,5,0.75
Denby,20,64006,20,0,1.0
Roley,20,64007,20,0,1.0
Evadine,20,64008,0,20,0.0
Marcetta,20,64009,0,20,0.0
Phoeba,20,64010,0,20,0.0
Learoy,20,64011,20,0,1.0
Vachel,20,64012,20,0,1.0
Modenia,20,64013,0,20,0.0
Petty,20,64014,0,20,0.0
Vernus,20,64015,20,0,1.0
Dorthay,20,64016,0,20,0.0
Ord,20,64017,20,0,1.0
Lieselotte,20,64018,0,20,0.0
Jackjohn,20,64019,20,0,1.0
Percel,20,64020,20,0,1.0
Floyda,20,64021,0,20,0.0
Freedia,20,64022,0,20,0.0
Athos,20,64023,20,0,1.0
Geneiva,20,64024,0,20,0.0
Etelvina,20,64025,0,20,0.0
Bernt,20,64026,20,0,1.0
Rudolphus,20,64027,20,0,1.0
Wilfried,20,64028,20,0,1.0
Seta,20,64029,0,20,0.0
Dolen,20,64030,20,0,1.0
Mentha,20,64031,0,20,0.0
Shearl,20,64032,10,10,0.5
Daralene,20,64033,0,20,0.0
Murton,20,64034,20,0,1.0
Norlyn,20,64035,20,0,1.0
Earleane,20,64036,0,20,0.0
Marthanne,20,64037,0,20,0.0
Cloyse,20,64038,20,0,1.0
Denford,20,64039,20,0,1.0
Rieta,20,64040,0,20,0.0
Floretha,20,64041,0,20,0.0
Alfornia,20,64042,20,0,1.0
Arbedella,20,64043,0,20,0.0
Jerrene,20,64044,0,20,0.0
Bernitta,20,64045,0,20,0.0
Nellwyn,20,64046,0,20,0.0
Wallene,20,64047,0,20,0.0
Dureen,20,64048,0,20,0.0
Loxi,20,64049,0,20,0.0
Sondria,20,64050,0,20,0.0
Mcauther,20,64051,20,0,1.0
Shulamith,20,64052,0,20,0.0
Condra,20,64053,0,20,0.0
Andriette,20,64054,0,20,0.0
Chyral,20,64055,0,20,0.0
Jyme,20,64056,0,20,0.0
Shirlon,20,64057,0,20,0.0
Dayl,20,64058,5,15,0.25
Cirildo,20,64059,20,0,1.0
Lindajo,20,64060,0,20,0.0
Caroletta,20,64061,0,20,0.0
Jalane,20,64062,0,20,0.0
Deyanne,20,64063,0,20,0.0
Suzzanna,20,64064,0,20,0.0
Sherriel,20,64065,0,20,0.0
Debrann,20,64066,0,20,0.0
Cardella,20,64067,0,20,0.0
Elydia,20,64068,0,20,0.0
Suzelle,20,64069,0,20,0.0
Vannetta,20,64070,0,20,0.0
Tinker,20,64071,10,10,0.5
Debhra,20,64072,0,20,0.0
Maritha,20,64073,0,20,0.0
Malora,20,64074,0,20,0.0
Tanger,20,64075,0,20,0.0
Dennia,20,64076,0,20,0.0
Marriann,20,64077,0,20,0.0
Karenn,20,64078,0,20,0.0
Michaee,20,64079,20,0,1.0
Janear,20,64080,0,20,0.0
Kimily,20,64081,0,20,0.0
Marysusan,20,64082,0,20,0.0
Kinny,20,64083,20,0,1.0
Scooter,20,64084,20,0,1.0
Charlon,20,64085,0,20,0.0
Danard,20,64086,20,0,1.0
Kaethe,20,64087,0,20,0.0
Tereas,20,64088,0,20,0.0
Merv,20,64089,20,0,1.0
Dermott,20,64090,20,0,1.0
Annazette,20,64091,0,20,0.0
Jodianne,20,64092,0,20,0.0
Ylanda,20,64093,0,20,0.0
Tarie,20,64094,0,20,0.0
Echelle,20,64095,0,20,0.0
Bethina,20,64096,0,20,0.0
Dondee,20,64097,0,20,0.0
Ralanda,20,64098,0,20,0.0
Marcum,20,64099,20,0,1.0
Evet,20,64100,0,20,0.0
Davilyn,20,64101,0,20,0.0
