city,state_code,state_name,county,latitude,longitude
Hampton,MN,Minnesota,Dakota,44.602848,-92.946673
Hancock,MN,Minnesota,Stevens,45.498464,-95.800775
Hanley Falls,MN,Minnesota,Yellow Medicine,44.678862,-95.682492
Hanover,MN,Minnesota,Wright,45.155833,-93.666111
Hanska,MN,Minnesota,Brown,44.152678,-94.493267
Hardwick,MN,Minnesota,Rock,43.791072,-96.21607
Harmony,MN,Minnesota,Fillmore,43.566268,-92.014511
Harris,MN,Minnesota,Chisago,45.596205,-93.039545
Hartland,MN,Minnesota,Freeborn,43.803989,-93.476953
Hastings,MN,Minnesota,Dakota,44.718932,-92.862566
Hawley,MN,Minnesota,Clay,46.884185,-96.31115
Hayfield,MN,Minnesota,Dodge,43.892259,-92.817489
Hayward,MN,Minnesota,Freeborn,43.63864,-93.237727
Hector,MN,Minnesota,Renville,44.748489,-94.705824
Henderson,MN,Minnesota,Sibley,44.534398,-93.934487
Hendricks,MN,Minnesota,Lincoln,44.499514,-96.407753
Hendrum,MN,Minnesota,Norman,47.26889,-96.79875
Henning,MN,Minnesota,Otter Tail,46.325606,-95.385162
Henriette,MN,Minnesota,Pine,45.794722,-93.148889
Herman,MN,Minnesota,Grant,45.807104,-96.099188
Heron Lake,MN,Minnesota,Jackson,43.79788,-95.326736
Hewitt,MN,Minnesota,Todd,46.32497,-95.050361
Hibbing,MN,Minnesota,Saint Louis,47.4156,-92.935582
Hill City,MN,Minnesota,Aitkin,46.996817,-93.599397
Hillman,MN,Minnesota,Morrison,46.06776,-93.881224
Hills,MN,Minnesota,Rock,43.533548,-96.364527
Hinckley,MN,Minnesota,Pine,46.018876,-92.899333
Hines,MN,Minnesota,Beltrami,47.732429,-94.647666
Hitterdal,MN,Minnesota,Clay,47.001354,-96.28884
Hoffman,MN,Minnesota,Grant,45.823292,-95.795482
Hokah,MN,Minnesota,Houston,43.750856,-91.345472
Holdingford,MN,Minnesota,Stearns,45.724924,-94.458091
Holland,MN,Minnesota,Pipestone,44.075904,-96.190277
Hollandale,MN,Minnesota,Freeborn,43.752842,-93.167989
Holloway,MN,Minnesota,Swift,45.270805,-95.916374
Holmes City,MN,Minnesota,Douglas,45.810706,-95.56464
Holyoke,MN,Minnesota,Carlton,46.466445,-92.374955
Homer,MN,Minnesota,Winona,44.021389,-91.556389
Hope,MN,Minnesota,Steele,43.979723,-93.345823
Hopkins,MN,Minnesota,Hennepin,44.925,-93.4625
Houston,MN,Minnesota,Houston,43.792904,-91.562565
Hovland,MN,Minnesota,Cook,47.83415,-90.04757
Howard Lake,MN,Minnesota,Hennepin,45.060833,-94.073056
Howard Lake,MN,Minnesota,Wright,45.061594,-94.069515
Hoyt Lakes,MN,Minnesota,Saint Louis,47.514957,-92.140046
Hugo,MN,Minnesota,Washington,45.1628,-93.003493
Humboldt,MN,Minnesota,Kittson,48.921111,-97.093056
Huntley,MN,Minnesota,Faribault,43.723746,-94.201567
Hutchinson,MN,Minnesota,Mcleod,44.894554,-94.384691
Ihlen,MN,Minnesota,Pipestone,43.907222,-96.366944
International Falls,MN,Minnesota,Koochiching,48.583398,-93.40609
Inver Grove Heights,MN,Minnesota,Dakota,44.841966,-93.034746
Iona,MN,Minnesota,Murray,43.902631,-95.771769
Iron,MN,Minnesota,Saint Louis,47.411455,-92.619502
Ironton,MN,Minnesota,Crow Wing,46.464135,-94.043655
Isabella,MN,Minnesota,Lake,47.626719,-91.517327
Isanti,MN,Minnesota,Isanti,45.468212,-93.226565
Isle,MN,Minnesota,Mille Lacs,46.169605,-93.474062
Ivanhoe,MN,Minnesota,Lincoln,44.507119,-96.226059
Jackson,MN,Minnesota,Jackson,43.645732,-94.993827
Jacobson,MN,Minnesota,Itasca,46.977187,-93.306359
Janesville,MN,Minnesota,Waseca,44.116778,-93.709462
Jasper,MN,Minnesota,Rock,43.856827,-96.385035
Jeffers,MN,Minnesota,Cottonwood,44.073678,-95.154664
Jenkins,MN,Minnesota,Crow Wing,46.650983,-94.332485
Jordan,MN,Minnesota,Scott,44.671321,-93.61946
Kabetogama,MN,Minnesota,Koochiching,48.421834,-93.089549
Kanaranzi,MN,Minnesota,Nobles,43.54979,-96.111306
Kandiyohi,MN,Minnesota,Kandiyohi,45.123162,-94.947274
Karlstad,MN,Minnesota,Kittson,48.591592,-96.551116
Kasota,MN,Minnesota,Le Sueur,44.284188,-93.945319
Kasson,MN,Minnesota,Dodge,44.024029,-92.74642
Keewatin,MN,Minnesota,Itasca,47.399722,-93.072222
Kelliher,MN,Minnesota,Beltrami,47.927173,-94.538166
Kellogg,MN,Minnesota,Wabasha,44.305396,-92.00839
Kennedy,MN,Minnesota,Kittson,48.633686,-96.961407
Kenneth,MN,Minnesota,Rock,43.763738,-96.10886
Kensington,MN,Minnesota,Douglas,45.81761,-95.694452
Kent,MN,Minnesota,Wilkin,46.437811,-96.685181
Kenyon,MN,Minnesota,Goodhue,44.255237,-93.019661
Kerkhoven,MN,Minnesota,Swift,45.209626,-95.311465
Kerrick,MN,Minnesota,Pine,46.379151,-92.578
Kettle River,MN,Minnesota,Carlton,46.502899,-92.904746
Kiester,MN,Minnesota,Faribault,43.541445,-93.710191
Kilkenny,MN,Minnesota,Rice,44.318532,-93.516397
Kimball,MN,Minnesota,Stearns,45.343584,-94.302837
Kinney,MN,Minnesota,Saint Louis,47.514167,-92.730556
Knife River,MN,Minnesota,Lake,46.949444,-91.778889
La Crescent,MN,Minnesota,Houston,43.830686,-91.326325
La Salle,MN,Minnesota,Watonwan,44.070833,-94.569444
Lafayette,MN,Minnesota,Nicollet,44.407315,-94.436463
Lake Benton,MN,Minnesota,Lincoln,44.278211,-96.291035
Lake Bronson,MN,Minnesota,Kittson,48.77868,-96.643145
Lake City,MN,Minnesota,Wabasha,44.430493,-92.283778
Lake Crystal,MN,Minnesota,Blue Earth,44.120189,-94.218385
Lake Elmo,MN,Minnesota,Washington,44.994609,-92.90565
Lake George,MN,Minnesota,Hubbard,47.214992,-95.002148
Lake Hubert,MN,Minnesota,Crow Wing,46.502222,-94.257222
Lake Lillian,MN,Minnesota,Kandiyohi,44.96603,-94.901443
Lake Park,MN,Minnesota,Becker,46.817623,-96.067047
Lake Wilson,MN,Minnesota,Murray,44.009529,-95.97973
Lakefield,MN,Minnesota,Jackson,43.654456,-95.184834
Lakeland,MN,Minnesota,Washington,44.939384,-92.771592
Lakeville,MN,Minnesota,Dakota,44.674865,-93.257802
Lamberton,MN,Minnesota,Redwood,44.237776,-95.273946
Lancaster,MN,Minnesota,Kittson,48.881968,-96.813729
Lanesboro,MN,Minnesota,Fillmore,43.717447,-91.987719
Lansing,MN,Minnesota,Mower,43.745278,-92.97
Laporte,MN,Minnesota,Hubbard,47.236752,-94.777161
Lastrup,MN,Minnesota,Morrison,46.039444,-94.063056
Le Center,MN,Minnesota,Le Sueur,44.385348,-93.721428
Le Roy,MN,Minnesota,Mower,43.531533,-92.506464
Le Sueur,MN,Minnesota,Le Sueur,44.458154,-93.885588
Lengby,MN,Minnesota,Mahnomen,47.536998,-95.627475
Leonard,MN,Minnesota,Clearwater,47.628905,-95.370775
Leota,MN,Minnesota,Nobles,43.822628,-96.005392
Lester Prairie,MN,Minnesota,Mcleod,44.873898,-94.055094
Lewiston,MN,Minnesota,Winona,43.970193,-91.866162
Lewisville,MN,Minnesota,Watonwan,43.920922,-94.428854
Lindstrom,MN,Minnesota,Chisago,45.387265,-92.842076
Lismore,MN,Minnesota,Nobles,43.733857,-95.968178
Litchfield,MN,Minnesota,Meeker,45.126272,-94.526805
Little Falls,MN,Minnesota,Morrison,45.98108,-94.360428
Littlefork,MN,Minnesota,Koochiching,48.385233,-93.539932
Loman,MN,Minnesota,Koochiching,48.516406,-93.840673
Long Lake,MN,Minnesota,Hennepin,44.991228,-93.581798
Long Prairie,MN,Minnesota,Todd,45.962417,-94.898389
Longville,MN,Minnesota,Cass,47.024842,-94.198182
Lonsdale,MN,Minnesota,Rice,44.462888,-93.423594
Loretto,MN,Minnesota,Hennepin,45.106099,-93.669165
Lowry,MN,Minnesota,Pope,45.710469,-95.53221
Lucan,MN,Minnesota,Redwood,44.413237,-95.411934
Lutsen,MN,Minnesota,Cook,47.683066,-90.638059
Luverne,MN,Minnesota,Rock,43.661366,-96.221562
Lyle,MN,Minnesota,Mower,43.530868,-92.932818
Lynd,MN,Minnesota,Lyon,44.40322,-95.923284
Mabel,MN,Minnesota,Fillmore,43.544611,-91.780636
Madelia,MN,Minnesota,Watonwan,44.049949,-94.410994
Madison,MN,Minnesota,Lac Qui Parle,44.994618,-96.164507
Madison Lake,MN,Minnesota,Blue Earth,44.222074,-93.828893
Magnolia,MN,Minnesota,Rock,43.638211,-96.100825
Mahnomen,MN,Minnesota,Mahnomen,47.336155,-95.885609
Makinen,MN,Minnesota,Saint Louis,47.341603,-92.344584
Mankato,MN,Minnesota,Blue Earth,44.153809,-93.996044
Mankato,MN,Minnesota,Nicollet,44.177541,-94.031476
Mantorville,MN,Minnesota,Dodge,44.070195,-92.757962
Maple Lake,MN,Minnesota,Wright,45.220236,-93.963793
Maple Plain,MN,Minnesota,Hennepin,45.0079,-93.6542
Maple Plain,MN,Minnesota,Wright,45.0079,-93.6542
Mapleton,MN,Minnesota,Blue Earth,43.933065,-93.954247
Marble,MN,Minnesota,Itasca,47.320556,-93.298333
Marcell,MN,Minnesota,Itasca,47.634527,-93.678425
Margie,MN,Minnesota,Koochiching,48.095278,-93.939722
Marietta,MN,Minnesota,Lac Qui Parle,44.963582,-96.409448
Marine On Saint Croix,MN,Minnesota,Washington,45.183119,-92.822952
Marshall,MN,Minnesota,Lyon,44.448127,-95.779454
Max,MN,Minnesota,Itasca,47.628919,-93.972031
Mayer,MN,Minnesota,Carver,44.902231,-93.885925
Maynard,MN,Minnesota,Chippewa,44.922615,-95.484508
Mazeppa,MN,Minnesota,Wabasha,44.264568,-92.520683
Mc Grath,MN,Minnesota,Aitkin,46.244116,-93.241619
Mcgregor,MN,Minnesota,Aitkin,46.686424,-93.29562
Mcintosh,MN,Minnesota,Polk,47.652165,-95.886252
Meadowlands,MN,Minnesota,Saint Louis,47.102064,-92.788357
Medford,MN,Minnesota,Steele,44.17415,-93.243721
Melrose,MN,Minnesota,Stearns,45.658183,-94.819768
Melrude,MN,Minnesota,Saint Louis,47.242318,-92.42644
Menahga,MN,Minnesota,Wadena,46.757233,-95.071429
Mendota,MN,Minnesota,Dakota,44.885796,-93.161221
Mentor,MN,Minnesota,Polk,47.657597,-96.177823
Merrifield,MN,Minnesota,Crow Wing,46.494309,-94.204268
Middle River,MN,Minnesota,Marshall,48.442593,-96.12325
Milaca,MN,Minnesota,Mille Lacs,45.779481,-93.645266
Milan,MN,Minnesota,Chippewa,45.114317,-95.869045
Millville,MN,Minnesota,Wabasha,44.235862,-92.267188
Milroy,MN,Minnesota,Redwood,44.436494,-95.554471
Miltona,MN,Minnesota,Douglas,46.054519,-95.325767
Minneapolis,MN,Minnesota,Anoka,45.049582,-93.246095
Minneapolis,MN,Minnesota,Hennepin,44.983473,-93.268251
Minneota,MN,Minnesota,Lyon,44.558732,-95.976714
Minnesota City,MN,Minnesota,Winona,44.083222,-91.741808
Minnesota Lake,MN,Minnesota,Faribault,43.829465,-93.828201
Minnetonka,MN,Minnesota,Hennepin,44.913808,-93.484997
Minnetonka Beach,MN,Minnesota,Hennepin,44.939722,-93.576389
Mizpah,MN,Minnesota,Koochiching,47.949525,-94.146748
Montevideo,MN,Minnesota,Chippewa,44.968829,-95.676473
Montgomery,MN,Minnesota,Le Sueur,44.435591,-93.581024
Monticello,MN,Minnesota,Carver,45.2797,-93.8097
Monticello,MN,Minnesota,Wright,45.295557,-93.802252
Montrose,MN,Minnesota,Wright,45.089737,-93.931762
Moorhead,MN,Minnesota,Clay,46.867748,-96.757197
Moose Lake,MN,Minnesota,Carlton,46.44724,-92.746648
Mora,MN,Minnesota,Kanabec,45.895786,-93.294234
Morgan,MN,Minnesota,Redwood,44.392554,-94.921783
Morris,MN,Minnesota,Stevens,45.592095,-95.917234
Morristown,MN,Minnesota,Rice,44.234183,-93.452512
Morton,MN,Minnesota,Renville,44.566189,-95.026817
Motley,MN,Minnesota,Morrison,46.321568,-94.628086
Mound,MN,Minnesota,Hennepin,44.938158,-93.656087
Mountain Iron,MN,Minnesota,Saint Louis,47.513336,-92.624274
Mountain Lake,MN,Minnesota,Cottonwood,43.938998,-94.927313
Murdock,MN,Minnesota,Swift,45.216147,-95.404897
Nashua,MN,Minnesota,Wilkin,46.053731,-96.316009
Nashwauk,MN,Minnesota,Itasca,47.42003,-93.216818
Navarre,MN,Minnesota,Hennepin,44.956667,-93.54
Naytahwaush,MN,Minnesota,Mahnomen,47.26007,-95.628324
Nelson,MN,Minnesota,Douglas,45.8516,-95.226032
Nerstrand,MN,Minnesota,Rice,44.353769,-93.0855
Nett Lake,MN,Minnesota,Saint Louis,48.111111,-93.093889
Nevis,MN,Minnesota,Hubbard,46.931892,-94.846005
New Auburn,MN,Minnesota,Sibley,44.675919,-94.20567
New Germany,MN,Minnesota,Carver,44.899431,-93.970131
New London,MN,Minnesota,Kandiyohi,45.294936,-94.948008
New Market,MN,Minnesota,Scott,44.573056,-93.353333
New Munich,MN,Minnesota,Stearns,45.630278,-94.753333
New Prague,MN,Minnesota,Scott,44.540239,-93.580473
New Richland,MN,Minnesota,Waseca,43.893724,-93.499541
New Ulm,MN,Minnesota,Brown,44.304378,-94.464421
New York Mills,MN,Minnesota,Otter Tail,46.555867,-95.404717
Newfolden,MN,Minnesota,Marshall,48.28945,-96.255018
Newport,MN,Minnesota,Washington,44.872522,-92.998603
Nicollet,MN,Minnesota,Nicollet,44.272373,-94.186701
Nielsville,MN,Minnesota,Polk,47.537336,-96.757433
Nimrod,MN,Minnesota,Wadena,46.638889,-94.880556
Nisswa,MN,Minnesota,Crow Wing,46.484828,-94.296562
Norcross,MN,Minnesota,Grant,45.885839,-96.134168
North Branch,MN,Minnesota,Chisago,45.516479,-92.937097
Northfield,MN,Minnesota,Rice,44.458724,-93.166826
Northome,MN,Minnesota,Koochiching,47.844039,-94.204274
Northrop,MN,Minnesota,Martin,43.721164,-94.43495
Norwood,MN,Minnesota,Carver,44.768,-93.9272
Norwood Young America,MN,Minnesota,Carver,44.766786,-93.930067
Noyes,MN,Minnesota,Kittson,48.969223,-97.149032
Oak Island,MN,Minnesota,Lake Of The Woods,49.313466,-94.849209
Oak Park,MN,Minnesota,Benton,45.671403,-93.921417
Odessa,MN,Minnesota,Big Stone,45.299766,-96.310154
Odin,MN,Minnesota,Watonwan,43.882402,-94.77402
Ogema,MN,Minnesota,Becker,47.102865,-95.915124
Ogilvie,MN,Minnesota,Kanabec,45.847632,-93.435921
Okabena,MN,Minnesota,Jackson,43.72302,-95.338112
Oklee,MN,Minnesota,Red Lake,47.82861,-95.861693
Olivia,MN,Minnesota,Renville,44.770627,-94.972747
Onamia,MN,Minnesota,Mille Lacs,46.09022,-93.68668
Ormsby,MN,Minnesota,Martin,43.861639,-94.687255
Oronoco,MN,Minnesota,Olmsted,44.148861,-92.48496
Orr,MN,Minnesota,Saint Louis,47.933881,-92.845555
Ortonville,MN,Minnesota,Big Stone,45.329621,-96.45965
Osage,MN,Minnesota,Becker,46.932896,-95.235284
Osakis,MN,Minnesota,Douglas,45.876836,-95.13317
Oslo,MN,Minnesota,Marshall,48.20657,-97.116252
Osseo,MN,Minnesota,Hennepin,45.0994,-93.4878
Ostrander,MN,Minnesota,Fillmore,43.597188,-92.415744
Ottertail,MN,Minnesota,Otter Tail,46.417722,-95.543571
Outing,MN,Minnesota,Cass,46.837528,-93.944252
Owatonna,MN,Minnesota,Steele,44.080478,-93.21914
Palisade,MN,Minnesota,Aitkin,46.689492,-93.562741
Park Rapids,MN,Minnesota,Hubbard,46.937682,-95.038299
Parkers Prairie,MN,Minnesota,Otter Tail,46.176925,-95.360764
Paynesville,MN,Minnesota,Stearns,45.398798,-94.715709
Pease,MN,Minnesota,Mille Lacs,45.697872,-93.649247
Pelican Rapids,MN,Minnesota,Otter Tail,46.599444,-96.066227
Pemberton,MN,Minnesota,Blue Earth,43.959955,-93.818449
Pengilly,MN,Minnesota,Itasca,47.315089,-93.193667
Pennington,MN,Minnesota,Beltrami,47.465121,-94.483361
Pennock,MN,Minnesota,Kandiyohi,45.131031,-95.175333
Pequot Lakes,MN,Minnesota,Crow Wing,46.62569,-94.268426
Perham,MN,Minnesota,Otter Tail,46.603106,-95.581763
Perley,MN,Minnesota,Norman,47.18308,-96.777722
Peterson,MN,Minnesota,Fillmore,43.77691,-91.844338
Pierz,MN,Minnesota,Morrison,46.008059,-94.085306
Pillager,MN,Minnesota,Cass,46.398395,-94.392287
Pine City,MN,Minnesota,Pine,45.832273,-92.982604
Pine Island,MN,Minnesota,Goodhue,44.211009,-92.661347
Pine River,MN,Minnesota,Cass,46.693796,-94.447691
Pipestone,MN,Minnesota,Pipestone,44.009516,-96.322762
Plainview,MN,Minnesota,Wabasha,44.16373,-92.162125
Plato,MN,Minnesota,Mcleod,44.765728,-94.050583
Plummer,MN,Minnesota,Red Lake,47.911324,-95.964558
Ponemah,MN,Minnesota,Beltrami,48.037168,-94.917048
Ponsford,MN,Minnesota,Becker,47.013348,-95.319717
Porter,MN,Minnesota,Yellow Medicine,44.656532,-96.15812
Preston,MN,Minnesota,Fillmore,43.664132,-92.096039
Princeton,MN,Minnesota,Mille Lacs,45.585115,-93.596143
Prinsburg,MN,Minnesota,Kandiyohi,44.937088,-95.18654
Prior Lake,MN,Minnesota,Scott,44.710694,-93.410057
Puposky,MN,Minnesota,Beltrami,47.7436,-94.980294
Racine,MN,Minnesota,Mower,43.78997,-92.531013
Randall,MN,Minnesota,Morrison,46.073361,-94.500543
Randolph,MN,Minnesota,Dakota,44.527386,-93.019619
Ranier,MN,Minnesota,Koochiching,48.611847,-93.312457
Raymond,MN,Minnesota,Kandiyohi,45.018097,-95.220788
Reading,MN,Minnesota,Nobles,43.713604,-95.738945
Reads Landing,MN,Minnesota,Wabasha,44.402222,-92.078889
Red Lake Falls,MN,Minnesota,Red Lake,47.882285,-96.268097
Red Wing,MN,Minnesota,Goodhue,44.552779,-92.548559
Redby,MN,Minnesota,Beltrami,47.868888,-94.940409
Redlake,MN,Minnesota,Beltrami,47.865378,-95.06432
Redwood Falls,MN,Minnesota,Redwood,44.531753,-95.10713
Remer,MN,Minnesota,Cass,47.087422,-93.919647
Renville,MN,Minnesota,Renville,44.777609,-95.198879
Revere,MN,Minnesota,Redwood,44.271326,-95.399588
Rice,MN,Minnesota,Benton,45.736383,-94.165752
Richmond,MN,Minnesota,Stearns,45.423817,-94.546072
Richville,MN,Minnesota,Otter Tail,46.500807,-95.592891
Richwood,MN,Minnesota,Becker,46.93609,-95.850094
Rochert,MN,Minnesota,Becker,46.855904,-95.600443
Rochester,MN,Minnesota,Olmsted,44.049572,-92.48962
Rock Creek,MN,Minnesota,Pine,45.762404,-92.930826
Rockford,MN,Minnesota,Hennepin,45.0079,-93.6542
Rockford,MN,Minnesota,Wright,45.103074,-93.765832
Rockville,MN,Minnesota,Stearns,45.471944,-94.340556
Rogers,MN,Minnesota,Hennepin,45.171484,-93.581445
Rollingstone,MN,Minnesota,Winona,44.102501,-91.815795
Roosevelt,MN,Minnesota,Roseau,48.814807,-95.179389
Roscoe,MN,Minnesota,Stearns,45.433889,-94.639444
Rose Creek,MN,Minnesota,Mower,43.627423,-92.862082
Roseau,MN,Minnesota,Roseau,48.826809,-95.756709
Rosemount,MN,Minnesota,Dakota,44.728919,-93.158844
Rothsay,MN,Minnesota,Wilkin,46.509412,-96.288726
Round Lake,MN,Minnesota,Nobles,43.562045,-95.450151
Royalton,MN,Minnesota,Morrison,45.858928,-94.221063
Rush City,MN,Minnesota,Chisago,45.684496,-92.997876
Rushford,MN,Minnesota,Fillmore,43.821626,-91.75365
Rushmore,MN,Minnesota,Nobles,43.624011,-95.776728
Russell,MN,Minnesota,Lyon,44.320129,-95.942564
Ruthton,MN,Minnesota,Pipestone,44.163836,-96.079028
Sabin,MN,Minnesota,Clay,46.770257,-96.59852
Sacred Heart,MN,Minnesota,Renville,44.797536,-95.353801
Saginaw,MN,Minnesota,Saint Louis,46.879462,-92.391723
Saint Bonifacius,MN,Minnesota,Hennepin,44.905556,-93.747222
Saint Charles,MN,Minnesota,Winona,43.958481,-92.051738
Saint Clair,MN,Minnesota,Blue Earth,44.077775,-93.844932
Saint Cloud,MN,Minnesota,Benton,45.552113,-94.128447
Saint Cloud,MN,Minnesota,Stearns,45.540972,-94.181857
Saint Francis,MN,Minnesota,Anoka,45.390284,-93.359832
Saint Hilaire,MN,Minnesota,Pennington,48.010871,-96.224914
Saint James,MN,Minnesota,Watonwan,43.987519,-94.622935
Saint Joseph,MN,Minnesota,Stearns,45.565124,-94.336688
Saint Louis Park,MN,Minnesota,Hennepin,44.902305,-93.370997
Saint Martin,MN,Minnesota,Stearns,45.501944,-94.668611
Saint Michael,MN,Minnesota,Wright,45.206409,-93.659253
Saint Paul,MN,Minnesota,Dakota,44.902691,-93.096435
Saint Paul,MN,Minnesota,Hennepin,44.901548,-93.202579
Saint Paul,MN,Minnesota,Ramsey,44.969963,-93.083167
Saint Paul,MN,Minnesota,Washington,45.061132,-92.954847
Saint Paul Park,MN,Minnesota,Washington,44.834404,-92.987331
Saint Peter,MN,Minnesota,Nicollet,44.335107,-93.981061
Saint Stephen,MN,Minnesota,Stearns,45.711815,-94.281662
Saint Vincent,MN,Minnesota,Kittson,48.945825,-97.170307
Salol,MN,Minnesota,Roseau,48.852213,-95.535594
Sanborn,MN,Minnesota,Redwood,44.218291,-95.132793
Sandstone,MN,Minnesota,Pine,46.121355,-92.871001
Santiago,MN,Minnesota,Sherburne,45.539167,-93.819722
Sargeant,MN,Minnesota,Mower,43.808976,-92.759517
Sartell,MN,Minnesota,Stearns,45.631827,-94.213569
Sauk Centre,MN,Minnesota,Stearns,45.728079,-94.968166
Sauk Rapids,MN,Minnesota,Benton,45.604032,-94.159088
Savage,MN,Minnesota,Scott,44.761547,-93.343445
Sawyer,MN,Minnesota,Carlton,46.711799,-92.609612
Scandia,MN,Minnesota,Washington,45.269666,-92.829158
Schroeder,MN,Minnesota,Cook,47.542185,-90.933807
Seaforth,MN,Minnesota,Redwood,44.490536,-95.297768
Searles,MN,Minnesota,Brown,44.228611,-94.434444
Sebeka,MN,Minnesota,Wadena,46.630615,-95.068055
Shafer,MN,Minnesota,Chisago,45.357561,-92.760889
Shakopee,MN,Minnesota,Scott,44.7793,-93.519748
Shelly,MN,Minnesota,Norman,47.455375,-96.783802
Sherburn,MN,Minnesota,Martin,43.661089,-94.726877
Shevlin,MN,Minnesota,Clearwater,47.500364,-95.245021
Side Lake,MN,Minnesota,Saint Louis,47.665278,-93.015556
Silver Bay,MN,Minnesota,Lake,47.299905,-91.277753
Silver Creek,MN,Minnesota,Wright,45.326474,-93.949622
Silver Lake,MN,Minnesota,Mcleod,44.913945,-94.197383
Slayton,MN,Minnesota,Murray,43.985596,-95.755448
Sleepy Eye,MN,Minnesota,Brown,44.282089,-94.727251
Solway,MN,Minnesota,Beltrami,47.547972,-95.120475
Soudan,MN,Minnesota,Saint Louis,47.815833,-92.2375
South Haven,MN,Minnesota,Wright,45.346008,-94.162768
South International Falls,MN,Minnesota,Koochiching,48.586667,-93.398889
South Saint Paul,MN,Minnesota,Dakota,44.888128,-93.046013
Spicer,MN,Minnesota,Kandiyohi,45.224112,-94.911572
Spring Grove,MN,Minnesota,Houston,43.562339,-91.636788
Spring Lake,MN,Minnesota,Itasca,47.588811,-93.838215
Spring Park,MN,Minnesota,Hennepin,44.935566,-93.634104
Spring Valley,MN,Minnesota,Fillmore,43.682288,-92.367985
Springfield,MN,Minnesota,Brown,44.232905,-94.979204
Squaw Lake,MN,Minnesota,Itasca,47.636162,-94.1475
Stacy,MN,Minnesota,Chisago,45.398056,-92.987222
Stanchfield,MN,Minnesota,Isanti,45.667513,-93.243302
Staples,MN,Minnesota,Todd,46.353552,-94.763299
Starbuck,MN,Minnesota,Pope,45.592587,-95.542125
Steen,MN,Minnesota,Rock,43.531728,-96.243868
Stephen,MN,Minnesota,Marshall,48.452488,-96.867392
Stewart,MN,Minnesota,Mcleod,44.725928,-94.451572
Stewartville,MN,Minnesota,Olmsted,43.867345,-92.454654
Stillwater,MN,Minnesota,Washington,45.050007,-92.830032
Stockton,MN,Minnesota,Winona,44.0275,-91.769722
Storden,MN,Minnesota,Cottonwood,44.052383,-95.301926
Strandquist,MN,Minnesota,Marshall,48.45256,-96.472266
Strathcona,MN,Minnesota,Roseau,48.626556,-96.109604
Sturgeon Lake,MN,Minnesota,Pine,46.383685,-92.818246
Sunburg,MN,Minnesota,Kandiyohi,45.358316,-95.204915
Swan River,MN,Minnesota,Itasca,47.07394,-93.196436
Swanville,MN,Minnesota,Morrison,45.943148,-94.628921
Swatara,MN,Minnesota,Cass,46.929871,-93.668483
Swift,MN,Minnesota,Roseau,48.847573,-95.297499
Taconite,MN,Minnesota,Itasca,47.312778,-93.381944
Talmoon,MN,Minnesota,Itasca,47.588764,-93.774913
Tamarack,MN,Minnesota,Aitkin,46.617873,-93.1342
Taopi,MN,Minnesota,Mower,43.545783,-92.633455
Taunton,MN,Minnesota,Lyon,44.595076,-96.052594
Taylors Falls,MN,Minnesota,Chisago,45.41825,-92.690593
Tenstrike,MN,Minnesota,Beltrami,47.661146,-94.682432
Thief River Falls,MN,Minnesota,Pennington,48.110391,-96.167019
Tintah,MN,Minnesota,Traverse,45.990196,-96.387049
Tofte,MN,Minnesota,Cook,47.760792,-90.783135
Tower,MN,Minnesota,Saint Louis,47.808926,-92.287781
Tracy,MN,Minnesota,Lyon,44.234201,-95.621301
Trail,MN,Minnesota,Polk,47.747769,-95.760668
Trimont,MN,Minnesota,Martin,43.782702,-94.71863
Trosky,MN,Minnesota,Pipestone,43.889167,-96.256667
Truman,MN,Minnesota,Martin,43.820008,-94.431862
Twig,MN,Minnesota,Saint Louis,46.894444,-92.364444
Twin Lakes,MN,Minnesota,Freeborn,43.553951,-93.388667
Twin Valley,MN,Minnesota,Norman,47.250905,-96.246382
Two Harbors,MN,Minnesota,Lake,47.039364,-91.678264
Tyler,MN,Minnesota,Lincoln,44.277342,-96.130235
Ulen,MN,Minnesota,Clay,47.090263,-96.28239
Underwood,MN,Minnesota,Otter Tail,46.32652,-95.84155
Upsala,MN,Minnesota,Morrison,45.809723,-94.575531
Utica,MN,Minnesota,Winona,43.958727,-91.941737
Vergas,MN,Minnesota,Otter Tail,46.670645,-95.794812
Vermillion,MN,Minnesota,Dakota,44.673611,-92.966944
Verndale,MN,Minnesota,Wadena,46.426995,-94.853268
Vernon Center,MN,Minnesota,Blue Earth,43.970557,-94.214212
Vesta,MN,Minnesota,Redwood,44.505052,-95.411801
Victoria,MN,Minnesota,Carver,44.858223,-93.656094
Viking,MN,Minnesota,Marshall,48.234881,-96.474926
Villard,MN,Minnesota,Pope,45.711823,-95.241439
Vining,MN,Minnesota,Otter Tail,46.256135,-95.588263
Virginia,MN,Minnesota,Saint Louis,47.523333,-92.536389
Wabasha,MN,Minnesota,Wabasha,44.370273,-92.036058
Wabasso,MN,Minnesota,Redwood,44.405865,-95.2632
Waconia,MN,Minnesota,Carver,44.851029,-93.7784
Wadena,MN,Minnesota,Wadena,46.440121,-95.128283
Wahkon,MN,Minnesota,Mille Lacs,46.11214,-93.497174
Waite Park,MN,Minnesota,Stearns,45.54972,-94.224481
Waldorf,MN,Minnesota,Waseca,43.939868,-93.704264
Walker,MN,Minnesota,Cass,47.08775,-94.584675
Walnut Grove,MN,Minnesota,Redwood,44.229375,-95.496451
Waltham,MN,Minnesota,Mower,43.806958,-92.873446
